id;imie;nazwisko;miasto;ilosc;kwota;wspolczynnik
1882;Barbara;Woźniak;Kraków;362;873.80;0.397
1883;Piotr;Wójcik;Katowice;373;1767.59;0.941
1884;Krzysztof;Dąbrowski;Gdańsk;226;2215.75;1.000
1885;Agnieszka;Woźniak;Lublin;401;2476.15;1.000
1886;Maria;Dąbrowski;Kraków;399;1415.55;0.930
1887;Katarzyna;Kamiński;Wrocław;252;564.42;0.648
1888;Magdalena;Woźniak;Lublin;138;4089.29;0.988
1889;Krzysztof;Wójcik;Warszawa;240;333.26;0.408
1890;Marcin;Dąbrowski;Warszawa;14;2911.36;0.548
1891;Piotr;Kowalski;Warszawa;440;1042.38;1.000
1892;Piotr;Kozłowski;Wrocław;169;204.57;0.535
1893;Agnieszka;Kowalski;Łódź;317;2628.90;0.473
1894;Ewa;Kamiński;Katowice;337;594.75;0.687
1895;Tomasz;Szymański;Gdańsk;476;1425.90;0.810
1896;Krzysztof;Kowalczyk;Katowice;272;4203.79;0.968
1897;Agnieszka;Szymański;Gdańsk;68;2210.69;1.000
1898;Maria;Kozłowski;Lublin;409;1915.30;1.000
1899;Katarzyna;Wójcik;Kraków;268;2035.12;1.000
1900;Jan;Zieliński;Lublin;421;1020.42;0.769
1901;Magdalena;Kowalczyk;Wrocław;116;3130.17;0.524
1902;Maria;Mazur;Łódź;361;12.06;1.000
1903;Agnieszka;Szymański;Warszawa;169;3923.58;0.927
1904;Katarzyna;Zieliński;Warszawa;434;4396.54;0.469
1905;Katarzyna;Lewandowski;Poznań;477;123.21;0.556
1906;Maria;Lewandowski;Gdańsk;53;79.11;1.000
1907;Tomasz;Zieliński;Łódź;186;4561.18;0.443
1908;Marcin;Kozłowski;Poznań;71;1635.36;0.455
1909;Krzysztof;Kozłowski;Wrocław;68;915.33;1.000
1910;Andrzej;Kamiński;Łódź;63;4733.99;0.142
1911;Maria;Wójcik;Kraków;-470;2295.80;0.466
1912;Michał;Szymański;Lublin;412;22.20;1.000
1913;Jan;Kowalczyk;Warszawa;239;1525.21;0.655
1914;Michał;Lewandowski;Kraków;2;4278.00;0.711
1915;Michał;Kozłowski;Poznań;458;3659.90;0.906
1916;Piotr;Kozłowski;Lublin;380;3310.10;0.151
1917;Magdalena;Zieliński;Gdańsk;223;1245.42;1.000
1918;Marcin;Wiśniewski;Łódź;89;1287.12;0.679
1919;Michał;Kwiatkowski;Katowice;421;1716.33;0.811
1920;Brak danych;Zieliński;Katowice;335;4668.60;1.000
1921;Ewa;Zieliński;Warszawa;349;2885.25;1.000
1922;Paweł;Kowalczyk;Łódź;389;3412.66;0.452
1923;Tomasz;Woźniak;Łódź;334;3555.58;1.000
1924;Piotr;Zieliński;Gdańsk;252;1726.34;1.000
1925;Andrzej;Zieliński;Kraków;45;750.07;0.122
1926;Anna;Woźniak;Lublin;231;4332.87;1.000
1927;Paweł;Dąbrowski;Warszawa;354;3421.69;1.000
1928;Maria;Wiśniewski;Poznań;84;1980.51;0.606
1929;Agnieszka;Wójcik;Wrocław;494;920.10;1.000
1930;Marcin;Wójcik;Łódź;123;1135.65;0.684
1931;Agnieszka;Zieliński;Łódź;246;1338.95;0.686
1932;Katarzyna;Kamiński;Warszawa;47;2379.56;0.397
1933;Krzysztof;Kowalski;Poznań;103;4446.59;0.960
1934;Magdalena;Mazur;Lublin;304;1611.63;0.175
1935;Katarzyna;Wiśniewski;Łódź;107;2071.37;0.548
1936;Katarzyna;Wójcik;Kraków;247;3469.18;0.790
1937;Krzysztof;Zieliński;Gdańsk;139;222.13;1.000
1938;Joanna;Kozłowski;Poznań;43;1001.39;0.938
1939;Krzysztof;Zieliński;Wrocław;433;2210.00;0.349
1940;Katarzyna;Mazur;Wrocław;307;3980.75;1.000
1941;Krzysztof;Lewandowski;Kraków;442;4655.98;1.000
1942;Krzysztof;Wójcik;Warszawa;12;1043.66;0.852
1943;Tomasz;Mazur;Wrocław;141;3985.96;0.938
1944;Agnieszka;Kozłowski;Gdańsk;226;4120.34;1.000
1945;Joanna;Mazur;Wrocław;314;2301.59;1.000
1946;Marcin;Wójcik;Gdańsk;414;1517.12;1.000
1947;Michał;Kozłowski;Katowice;259;2605.67;1.000
1948;Michał;Kowalczyk;Gdańsk;199;2339.83;0.459
1949;Krzysztof;Kozłowski;Warszawa;56;3846.33;1.000
1950;Krzysztof;Mazur;Gdańsk;252;1895.93;0.665
1951;Piotr;Lewandowski;Katowice;456;1740.85;0.425
1952;Michał;Lewandowski;Wrocław;144;4942.19;0.111
1953;Andrzej;Woźniak;Łódź;150;504.80;0.365
1954;Michał;Kozłowski;Katowice;193;4201.26;1.000
1955;Anna;Woźniak;Łódź;346;4481.63;0.983
1956;Michał;Kamiński;Poznań;390;1679.57;0.460
1957;Magdalena;Dąbrowski;Wrocław;360;178.63;1.000
1958;Katarzyna;Lewandowski;Poznań;460;3414.48;1.000
1959;Andrzej;Kozłowski;Lublin;401;3127.74;1.000
1960;Agnieszka;Dąbrowski;Kraków;491;596.09;0.578
1961;Magdalena;Kowalczyk;Warszawa;252;4634.76;1.000
1962;Joanna;Wójcik;Kraków;6;1531.34;1.000
1963;Paweł;Wójcik;Katowice;305;1867.46;0.575
1964;Anna;Nowak;Katowice;487;4351.61;0.942
1965;Maria;Zieliński;Wrocław;90;335.77;0.388
1966;Piotr;Szymański;Wrocław;155;3516.80;1.000
1967;Katarzyna;Wójcik;Kraków;405;2397.11;0.872
1968;Ewa;Wiśniewski;Lublin;173;467.06;0.778
1969;Magdalena;Kwiatkowski;Warszawa;182;4378.42;0.743
1970;Tomasz;Wiśniewski;Gdańsk;497;4667.90;1.000
1971;Marcin;Mazur;Gdańsk;378;4196.34;0.582
1972;Marcin;Kowalski;Gdańsk;268;993.69;0.801
1973;Marcin;Kamiński;Warszawa;14;2888.73;0.383
1974;Magdalena;Wiśniewski;Kraków;420;4737.78;0.758
1975;Marcin;Kozłowski;Gdańsk;91;2510.02;1.000
1976;Tomasz;Szymański;Kraków;414;668.24;0.270
1977;Joanna;Kamiński;Lublin;337;979.92;1.000
1978;Tomasz;Woźniak;Poznań;440;1920.29;0.471
1979;Jan;Lewandowski;Poznań;410;3434.48;0.218
1980;Jan;Lewandowski;Wrocław;252;4988.89;0.923
1981;Michał;Lewandowski;Łódź;209;1476.76;0.685
1982;Barbara;Woźniak;Lublin;433;2283.07;0.411
1983;Tomasz;Zieliński;Katowice;275;2309.32;0.744
1984;Jan;Wójcik;Łódź;256;3787.44;1.000
1985;Anna;Kowalski;Gdańsk;179;4394.65;0.280
1986;Tomasz;Wójcik;Wrocław;364;402.66;1.000
1987;Joanna;Dąbrowski;Lublin;340;4766.22;0.967
1988;Andrzej;Mazur;Poznań;416;4627.55;0.168
1989;Marcin;Kamiński;Łódź;25;85.77;0.151
1990;Agnieszka;Zieliński;Lublin;455;4661.21;0.810
1991;Magdalena;Kowalczyk;Katowice;64;1242.39;0.926
1992;Michał;Woźniak;Poznań;315;841.00;1.000
1993;Anna;Kwiatkowski;Wrocław;483;2930.53;1.000
1994;Agnieszka;Dąbrowski;Gdańsk;461;4435.94;1.000
1995;Barbara;Kamiński;Gdańsk;81;3939.60;0.548
1996;Michał;Szymański;Kraków;383;4704.49;1.000
1997;Joanna;Zieliński;Gdańsk;11;4999.12;0.240
1998;Tomasz;Szymański;Łódź;252;0.00;0.104
1999;Tomasz;Lewandowski;Gdańsk;18;455.88;0.414
2000;Michał;Mazur;Brak danych;41;1039.27;0.832
2001;Paweł;Kowalczyk;Wrocław;65;1680.45;1.000
2002;Michał;Mazur;Katowice;-485;1709.32;1.000
2003;Marcin;Zieliński;Warszawa;498;1980.51;1.000
2004;Magdalena;Kowalski;Katowice;297;3934.74;1.000
2005;Michał;Wójcik;Wrocław;308;3345.36;0.342
2006;Barbara;Mazur;Poznań;134;2572.82;0.205
2007;Andrzej;Kwiatkowski;Łódź;436;1336.95;0.397
2008;Barbara;Szymański;Poznań;79;2335.16;0.727
2009;Michał;Woźniak;Łódź;197;580.25;1.000
2010;Tomasz;Kamiński;Wrocław;248;2811.17;1.000
2011;Joanna;Nowak;Kraków;243;4826.69;1.000
2012;Piotr;Dąbrowski;Warszawa;229;3030.11;0.880
2013;Agnieszka;Szymański;Gdańsk;368;3233.47;0.661
2014;Barbara;Wójcik;Katowice;132;24.16;1.000
2015;Marcin;Woźniak;Poznań;267;1335.89;1.000
2016;Barbara;Zieliński;Gdańsk;60;2986.30;0.313
2017;Joanna;Mazur;Lublin;62;1032.49;0.992
2018;Tomasz;Lewandowski;Warszawa;478;1314.59;0.887
2019;Jan;Kamiński;Katowice;308;1108.74;1.000
2020;Agnieszka;Woźniak;Poznań;286;2132.91;0.856
2021;Agnieszka;Zieliński;Gdańsk;99;3368.29;0.619
2022;Magdalena;Woźniak;Kraków;159;537.06;0.835
2023;Tomasz;Szymański;Poznań;64;3367.26;0.723
2024;Krzysztof;Kowalczyk;Warszawa;121;206.13;0.770
2025;Maria;Szymański;Wrocław;120;4501.08;0.129
2026;Michał;Mazur;Gdańsk;373;1411.87;0.323
2027;Piotr;Lewandowski;Wrocław;228;2656.94;0.211
2028;Magdalena;Kamiński;Warszawa;323;2619.55;0.287
2029;Anna;Wójcik;Łódź;145;4321.79;0.595
2030;Jan;Kowalski;Warszawa;205;2476.15;0.587
2031;Ewa;Mazur;Katowice;5;4049.69;0.115
2032;Michał;Szymański;Kraków;471;4091.21;1.000
2033;Barbara;Wiśniewski;Poznań;382;4484.93;0.882
2034;Andrzej;Kozłowski;Gdańsk;359;1101.01;0.361
2035;Piotr;Kozłowski;Warszawa;252;4275.75;0.203
2036;Maria;Kwiatkowski;Wrocław;435;3563.35;0.884
2037;Agnieszka;Mazur;Poznań;269;1300.23;1.000
2038;Barbara;Dąbrowski;Gdańsk;241;3982.73;1.000
2039;Barbara;Szymański;Warszawa;454;2236.55;0.140
2040;Brak danych;Wójcik;Katowice;338;2203.36;0.262
2041;Krzysztof;Woźniak;Poznań;114;2943.31;0.781
2042;Anna;Kamiński;Poznań;218;4604.47;0.506
2043;Barbara;Woźniak;Wrocław;291;4055.97;0.694
2044;Piotr;Woźniak;Lublin;62;3536.83;0.622
2045;Michał;Kamiński;Łódź;229;2974.63;1.000
2046;Krzysztof;Kowalczyk;Wrocław;63;3251.80;0.844
2047;Michał;Dąbrowski;Warszawa;187;3148.74;0.257
2048;Marcin;Dąbrowski;Wrocław;19;3973.93;0.281
2049;Krzysztof;Zieliński;Warszawa;253;3463.60;0.860
2050;Maria;Mazur;Kraków;305;1702.90;0.425
2051;Ewa;Szymański;Łódź;251;1829.88;0.416
2052;Krzysztof;Kozłowski;Łódź;500;855.09;1.000
2053;Marcin;Nowak;Warszawa;49;1846.88;1.000
2054;Katarzyna;Kowalczyk;Katowice;238;51.70;0.907
2055;Agnieszka;Szymański;Wrocław;453;4930.08;0.286
2056;Tomasz;Kamiński;Gdańsk;343;1181.89;0.244
2057;Magdalena;Kowalski;Gdańsk;123;2515.23;0.811
2058;Katarzyna;Kamiński;Wrocław;381;291.53;1.000
2059;Marcin;Kowalczyk;Kraków;77;4704.52;0.889
2060;Paweł;Szymański;Gdańsk;271;3767.30;0.203
2061;Piotr;Nowak;Gdańsk;90;2565.29;1.000
2062;Andrzej;Dąbrowski;Lublin;365;2122.58;0.983
2063;Paweł;Kowalczyk;Gdańsk;347;3970.10;0.227
2064;Michał;Kowalczyk;Kraków;500;4818.01;0.961
2065;Marcin;Wójcik;Gdańsk;500;797.17;0.738
2066;Anna;Wójcik;Kraków;306;3305.78;0.438
2067;Magdalena;Dąbrowski;Łódź;263;4036.99;1.000
2068;Paweł;Nowak;Lublin;85;3161.59;0.426
2069;Magdalena;Wiśniewski;Gdańsk;262;2684.19;1.000
2070;Ewa;Nowak;Lublin;131;4261.53;1.000
2071;Magdalena;Lewandowski;Kraków;115;3842.17;0.979
2072;Piotr;Kozłowski;Lublin;252;285.75;0.775
2073;Paweł;Mazur;Lublin;227;1568.99;0.838
2074;Anna;Kowalski;Łódź;385;1614.36;0.278
2075;Katarzyna;Kowalski;Łódź;100;3452.44;0.546
2076;Anna;Kamiński;Łódź;137;300.53;1.000
2077;Krzysztof;Zieliński;Katowice;391;2139.54;0.914
2078;Barbara;Nowak;Warszawa;484;243.51;1.000
2079;Marcin;Kozłowski;Łódź;126;2314.43;0.692
2080;Katarzyna;Woźniak;Lublin;252;2753.45;0.546
2081;Paweł;Szymański;Lublin;74;4016.07;1.000
2082;Maria;Lewandowski;Wrocław;445;3507.67;0.121
2083;Barbara;Nowak;Lublin;347;2649.51;1.000
2084;Barbara;Wiśniewski;Warszawa;482;845.69;0.747
2085;Jan;Wiśniewski;Warszawa;41;4412.93;0.765
2086;Agnieszka;Dąbrowski;Kraków;353;2758.94;0.308
2087;Ewa;Wiśniewski;Łódź;217;4592.97;0.306
2088;Ewa;Kowalski;Gdańsk;255;4966.97;0.898
2089;Andrzej;Kowalczyk;Warszawa;369;3642.91;1.000
2090;Paweł;Zieliński;Gdańsk;252;882.38;0.264
2091;Katarzyna;Nowak;Wrocław;277;355.51;0.242
2092;Agnieszka;Kamiński;Gdańsk;189;1250.40;1.000
2093;Ewa;Wójcik;Łódź;-398;1310.59;1.000
2094;Paweł;Kozłowski;Gdańsk;213;2749.07;0.843
2095;Tomasz;Kwiatkowski;Gdańsk;421;1176.75;1.000
2096;Jan;Lewandowski;Wrocław;243;763.37;0.786
2097;Marcin;Kamiński;Łódź;304;1847.28;1.000
2098;Krzysztof;Kwiatkowski;Poznań;328;584.95;1.000
2099;Barbara;Szymański;Wrocław;388;4143.10;0.784
2100;Krzysztof;Dąbrowski;Lublin;488;3075.31;0.548
2101;Krzysztof;Lewandowski;Warszawa;428;1076.37;1.000
2102;Piotr;Kamiński;Warszawa;455;2763.88;1.000
2103;Katarzyna;Szymański;Łódź;161;4717.92;1.000
2104;Barbara;Kowalczyk;Wrocław;276;2918.25;1.000
2105;Agnieszka;Kowalski;Kraków;274;1464.09;1.000
2106;Krzysztof;Kwiatkowski;Poznań;100;798.43;1.000
2107;Ewa;Kowalczyk;Warszawa;347;2440.52;0.146
2108;Michał;Woźniak;Poznań;19;3255.25;0.826
2109;Barbara;Kowalski;Poznań;252;1347.03;0.882
2110;Andrzej;Kozłowski;Poznań;242;3836.39;0.916
2111;Krzysztof;Woźniak;Łódź;321;1056.86;0.778
2112;Piotr;Kwiatkowski;Kraków;229;1234.89;0.510
2113;Krzysztof;Lewandowski;Katowice;10;3746.35;0.209
2114;Agnieszka;Mazur;Kraków;84;2228.47;1.000
2115;Agnieszka;Mazur;Katowice;378;3636.61;1.000
2116;Anna;Kozłowski;Poznań;392;2628.13;0.877
2117;Anna;Nowak;Wrocław;397;2518.01;0.365
2118;Barbara;Kamiński;Gdańsk;373;1445.37;1.000
2119;Agnieszka;Wiśniewski;Wrocław;468;380.15;1.000
2120;Maria;Kowalski;Łódź;348;3404.71;1.000
2121;Maria;Wiśniewski;Warszawa;9;2988.09;0.916
2122;Jan;Kowalski;Katowice;41;245.83;0.670
2123;Paweł;Wójcik;Łódź;54;213.27;0.608
2124;Anna;Wiśniewski;Wrocław;231;722.37;0.128
2125;Maria;Mazur;Lublin;205;4101.75;0.189
2126;Paweł;Kozłowski;Wrocław;197;2909.69;0.791
2127;Katarzyna;Nowak;Katowice;243;709.19;0.314
2128;Jan;Dąbrowski;Warszawa;89;2821.85;1.000
2129;Magdalena;Nowak;Warszawa;395;1042.27;0.420
2130;Barbara;Szymański;Wrocław;468;3629.80;0.310
2131;Maria;Lewandowski;Warszawa;296;2029.35;1.000
2132;Marcin;Wójcik;Warszawa;360;2023.58;0.799
2133;Andrzej;Kamiński;Warszawa;252;4627.26;0.382
2134;Ewa;Wójcik;Lublin;82;4629.38;0.360
2135;Magdalena;Nowak;Gdańsk;280;537.06;0.760
2136;Marcin;Dąbrowski;Lublin;231;3321.35;0.918
2137;Barbara;Mazur;Warszawa;93;1091.39;0.968
2138;Andrzej;Kamiński;Lublin;302;823.30;1.000
2139;Paweł;Lewandowski;Lublin;240;3119.92;1.000
2140;Andrzej;Zieliński;Lublin;436;881.83;1.000
2141;Katarzyna;Kowalczyk;Gdańsk;269;4572.93;0.781
2142;Tomasz;Wiśniewski;Lublin;18;2333.82;1.000
2143;Andrzej;Zieliński;Poznań;347;4852.45;0.641
2144;Magdalena;Nowak;Łódź;411;2150.39;0.611
2145;Anna;Kwiatkowski;Warszawa;431;550.58;1.000
2146;Anna;Zieliński;Katowice;252;3225.51;0.367
2147;Agnieszka;Dąbrowski;Lublin;404;3327.87;0.805
2148;Anna;Kowalczyk;Łódź;157;3950.99;0.759
2149;Marcin;Kamiński;Poznań;387;468.50;0.480
2150;Ewa;Wójcik;Poznań;306;1704.10;0.548
2151;Anna;Dąbrowski;Poznań;295;3605.64;1.000
2152;Jan;Woźniak;Wrocław;13;4912.57;0.736
2153;Jan;Zieliński;Gdańsk;361;4239.24;0.382
2154;Andrzej;Kowalczyk;Warszawa;249;522.18;0.768
2155;Katarzyna;Kwiatkowski;Łódź;476;837.87;0.595
2156;Andrzej;Woźniak;Łódź;414;2099.74;0.148
2157;Jan;Kowalczyk;Łódź;60;4934.56;0.816
2158;Katarzyna;Kowalski;Wrocław;37;1613.00;0.138
2159;Agnieszka;Kowalczyk;Łódź;461;3652.33;0.941
2160;Brak danych;Mazur;Warszawa;95;1570.84;0.660
2161;Agnieszka;Kowalczyk;Warszawa;326;3589.23;1.000
2162;Piotr;Kozłowski;Lublin;369;3612.73;0.118
2163;Tomasz;Zieliński;Katowice;300;3790.17;1.000
2164;Agnieszka;Dąbrowski;Poznań;361;1977.95;1.000
2165;Anna;Dąbrowski;Łódź;131;296.88;0.367
2166;Barbara;Kowalczyk;Gdańsk;331;1581.10;0.336
2167;Barbara;Kwiatkowski;Kraków;477;3942.32;0.719
2168;Joanna;Woźniak;Łódź;29;137.85;1.000
2169;Michał;Kwiatkowski;Lublin;453;3307.51;1.000
2170;Paweł;Wójcik;Katowice;293;817.80;0.703
2171;Piotr;Szymański;Lublin;152;390.19;1.000
2172;Piotr;Woźniak;Wrocław;464;1170.54;0.409
2173;Paweł;Woźniak;Wrocław;82;1953.35;0.429
2174;Michał;Mazur;Warszawa;393;1608.70;1.000
2175;Jan;Dąbrowski;Łódź;244;2476.15;1.000
2176;Barbara;Kwiatkowski;Kraków;478;289.86;0.429
2177;Tomasz;Kowalski;Kraków;69;865.10;1.000
2178;Magdalena;Kwiatkowski;Lublin;324;2549.05;1.000
2179;Jan;Woźniak;Gdańsk;250;4454.30;1.000
2180;Maria;Wiśniewski;Katowice;150;162.71;1.000
2181;Katarzyna;Mazur;Warszawa;295;3563.78;0.182
2182;Agnieszka;Kwiatkowski;Lublin;318;3498.00;1.000
2183;Piotr;Wiśniewski;Katowice;252;1612.17;0.183
2184;Barbara;Kozłowski;Kraków;-16;281.91;0.453
2185;Anna;Kowalski;Lublin;337;4048.60;1.000
2186;Michał;Kozłowski;Łódź;446;3169.47;0.146
2187;Paweł;Szymański;Wrocław;9;4112.78;0.953
2188;Ewa;Zieliński;Łódź;210;1373.00;0.623
2189;Piotr;Woźniak;Poznań;97;4958.49;0.771
2190;Michał;Dąbrowski;Łódź;423;2072.65;1.000
2191;Katarzyna;Kozłowski;Wrocław;24;4411.31;0.127
2192;Andrzej;Woźniak;Gdańsk;369;2585.83;0.656
2193;Jan;Nowak;Katowice;94;4362.32;0.369
2194;Magdalena;Szymański;Katowice;332;410.34;1.000
2195;Andrzej;Kowalski;Lublin;194;1542.84;1.000
2196;Ewa;Woźniak;Łódź;167;1591.17;0.745
2197;Paweł;Kamiński;Warszawa;275;4360.15;0.183
2198;Barbara;Dąbrowski;Poznań;30;3527.87;1.000
2199;Ewa;Kozłowski;Łódź;122;1903.12;1.000
2200;Maria;Zieliński;Brak danych;252;3930.39;1.000
2201;Agnieszka;Zieliński;Katowice;310;2399.15;0.136
2202;Agnieszka;Szymański;Wrocław;472;4131.56;1.000
2203;Paweł;Nowak;Poznań;298;3515.03;1.000
2204;Andrzej;Szymański;Poznań;269;2246.18;0.670
2205;Anna;Zieliński;Łódź;158;1501.87;0.548
2206;Agnieszka;Wiśniewski;Warszawa;96;358.76;1.000
2207;Paweł;Lewandowski;Kraków;478;3732.48;1.000
2208;Michał;Wiśniewski;Poznań;173;3759.90;1.000
2209;Paweł;Mazur;Lublin;75;2201.68;1.000
2210;Anna;Dąbrowski;Gdańsk;252;975.30;0.489
2211;Piotr;Kozłowski;Wrocław;44;507.26;0.359
2212;Ewa;Wiśniewski;Gdańsk;113;4352.42;0.138
2213;Tomasz;Kwiatkowski;Katowice;97;2549.46;0.699
2214;Krzysztof;Lewandowski;Gdańsk;485;216.70;0.530
2215;Jan;Mazur;Warszawa;159;2381.79;0.225
2216;Tomasz;Zieliński;Kraków;316;3514.88;0.701
2217;Krzysztof;Kowalczyk;Poznań;453;3340.69;0.460
2218;Marcin;Woźniak;Katowice;198;4453.85;1.000
2219;Barbara;Kowalski;Katowice;308;4681.91;1.000
2220;Joanna;Woźniak;Łódź;252;2678.67;0.146
2221;Ewa;Wójcik;Łódź;412;177.36;1.000
2222;Marcin;Kowalczyk;Poznań;125;3734.05;0.108
2223;Barbara;Kowalski;Gdańsk;174;2190.05;0.858
2224;Tomasz;Dąbrowski;Wrocław;313;1985.22;1.000
2225;Agnieszka;Woźniak;Warszawa;33;2869.44;0.676
2226;Jan;Kowalczyk;Łódź;34;4792.50;0.500
2227;Joanna;Dąbrowski;Łódź;67;3956.82;0.618
2228;Paweł;Wiśniewski;Gdańsk;476;228.94;0.622
2229;Barbara;Nowak;Warszawa;128;285.40;0.279
2230;Paweł;Wiśniewski;Poznań;23;388.33;0.487
2231;Agnieszka;Wiśniewski;Kraków;346;1754.81;1.000
2232;Paweł;Zieliński;Warszawa;119;4723.72;1.000
2233;Marcin;Kamiński;Gdańsk;73;2985.21;0.854
2234;Piotr;Nowak;Lublin;107;1705.42;0.930
2235;Ewa;Szymański;Katowice;430;4968.15;1.000
2236;Joanna;Kowalczyk;Lublin;466;1422.95;0.904
2237;Magdalena;Wiśniewski;Łódź;164;458.85;1.000
2238;Anna;Kowalczyk;Katowice;190;3644.97;0.165
2239;Andrzej;Kamiński;Poznań;207;969.09;0.860
2240;Agnieszka;Kwiatkowski;Wrocław;222;739.17;0.881
2241;Michał;Woźniak;Katowice;42;3327.37;0.258
2242;Joanna;Kowalski;Warszawa;461;2478.76;0.667
2243;Agnieszka;Woźniak;Poznań;451;1970.01;1.000
2244;Magdalena;Kozłowski;Lublin;302;939.89;0.297
2245;Anna;Kowalski;Warszawa;153;3751.36;1.000
2246;Marcin;Nowak;Gdańsk;484;1958.01;0.947
2247;Anna;Kamiński;Łódź;284;2786.22;0.422
2248;Krzysztof;Nowak;Kraków;286;4445.22;0.426
2249;Barbara;Woźniak;Lublin;381;1648.76;0.438
2250;Magdalena;Kowalczyk;Poznań;62;3668.51;0.454
2251;Barbara;Kowalski;Lublin;201;3593.48;1.000
2252;Joanna;Szymański;Lublin;48;4970.48;0.520
2253;Anna;Szymański;Warszawa;278;285.36;0.443
2254;Barbara;Nowak;Lublin;17;955.20;0.862
2255;Andrzej;Kowalski;Poznań;109;1096.49;1.000
2256;Michał;Lewandowski;Lublin;261;1561.17;0.380
2257;Magdalena;Lewandowski;Gdańsk;252;339.28;1.000
2258;Paweł;Lewandowski;Lublin;192;2875.78;0.492
2259;Marcin;Nowak;Warszawa;242;4832.18;0.707
2260;Krzysztof;Kowalczyk;Łódź;298;4141.14;0.207
2261;Agnieszka;Woźniak;Katowice;497;252.42;0.546
2262;Jan;Zieliński;Łódź;206;4588.39;0.831
2263;Michał;Wiśniewski;Lublin;11;266.43;1.000
2264;Anna;Kamiński;Wrocław;223;3677.62;0.319
2265;Jan;Wiśniewski;Gdańsk;71;1419.16;1.000
2266;Michał;Szymański;Poznań;180;3222.53;0.596
2267;Paweł;Kozłowski;Gdańsk;42;2633.05;0.821
2268;Marcin;Kowalski;Kraków;72;2730.08;0.334
2269;Agnieszka;Kamiński;Wrocław;135;4248.30;1.000
2270;Magdalena;Woźniak;Wrocław;191;4662.28;0.171
2271;Tomasz;Wójcik;Katowice;475;770.12;0.832
2272;Maria;Wójcik;Kraków;151;2612.23;0.723
2273;Ewa;Lewandowski;Łódź;7;2865.65;1.000
2274;Katarzyna;Wiśniewski;Gdańsk;158;3938.17;0.295
2275;Andrzej;Kozłowski;Kraków;-483;1133.02;0.998
2276;Andrzej;Kozłowski;Kraków;451;4985.85;1.000
2277;Agnieszka;Nowak;Kraków;216;735.52;0.957
2278;Magdalena;Nowak;Katowice;69;2330.12;0.975
2279;Michał;Mazur;Katowice;325;2751.47;1.000
2280;Brak danych;Lewandowski;Łódź;21;2250.25;0.698
2281;Piotr;Woźniak;Katowice;264;4436.75;0.360
2282;Joanna;Nowak;Łódź;158;1930.09;0.274
2283;Anna;Woźniak;Kraków;206;4289.31;1.000
2284;Jan;Kowalski;Lublin;22;4672.73;1.000
2285;Barbara;Kowalski;Poznań;232;4879.15;0.451
2286;Magdalena;Dąbrowski;Kraków;377;3355.62;1.000
2287;Joanna;Kowalski;Warszawa;142;3465.66;1.000
2288;Andrzej;Lewandowski;Lublin;311;4093.43;0.200
2289;Agnieszka;Kowalski;Warszawa;161;4910.82;0.203
2290;Anna;Kwiatkowski;Lublin;386;988.21;0.637
2291;Andrzej;Kozłowski;Wrocław;472;69.41;0.663
2292;Agnieszka;Kamiński;Poznań;203;598.69;0.192
2293;Tomasz;Kwiatkowski;Kraków;101;4471.44;0.933
2294;Marcin;Zieliński;Lublin;252;2754.73;0.211
2295;Michał;Dąbrowski;Poznań;250;3304.48;1.000
2296;Anna;Woźniak;Gdańsk;42;4845.84;0.675
2297;Jan;Kwiatkowski;Łódź;400;2250.77;1.000
2298;Andrzej;Zieliński;Gdańsk;197;4146.95;1.000
2299;Maria;Kwiatkowski;Poznań;255;1229.84;0.451
2300;Agnieszka;Nowak;Lublin;65;4719.71;0.182
2301;Magdalena;Kamiński;Gdańsk;17;4518.08;0.941
2302;Barbara;Wiśniewski;Wrocław;119;1725.83;0.958
2303;Magdalena;Lewandowski;Wrocław;57;832.02;0.556
2304;Ewa;Kowalski;Wrocław;9;4978.65;0.483
2305;Jan;Kowalczyk;Wrocław;375;609.83;1.000
2306;Piotr;Dąbrowski;Poznań;420;3456.42;0.118
2307;Andrzej;Szymański;Lublin;275;3811.91;1.000
2308;Joanna;Woźniak;Poznań;257;4945.75;0.243
2309;Barbara;Lewandowski;Wrocław;160;2311.14;0.752
2310;Agnieszka;Kamiński;Wrocław;252;681.88;0.548
2311;Michał;Nowak;Łódź;47;4342.19;0.394
2312;Piotr;Nowak;Katowice;42;793.00;0.780
2313;Tomasz;Kamiński;Wrocław;212;317.43;0.363
2314;Anna;Kamiński;Warszawa;60;100.94;0.554
2315;Ewa;Zieliński;Warszawa;149;738.21;1.000
2316;Magdalena;Kozłowski;Wrocław;177;3894.91;1.000
2317;Paweł;Kowalczyk;Katowice;14;2122.60;1.000
2318;Katarzyna;Lewandowski;Kraków;316;1041.58;0.258
2319;Jan;Nowak;Gdańsk;409;4730.50;0.354
2320;Ewa;Szymański;Wrocław;230;2476.15;0.844
2321;Magdalena;Kozłowski;Łódź;400;4594.01;1.000
2322;Andrzej;Szymański;Wrocław;142;2312.22;0.312
2323;Barbara;Lewandowski;Wrocław;317;4491.88;0.585
2324;Maria;Kowalczyk;Lublin;449;3035.80;1.000
2325;Marcin;Zieliński;Warszawa;141;2941.32;0.165
2326;Ewa;Kowalczyk;Poznań;421;1009.57;0.772
2327;Magdalena;Nowak;Wrocław;424;2428.27;1.000
2328;Jan;Nowak;Lublin;216;1263.85;0.448
