id;imie;nazwisko;miasto;ilosc;kwota;wpsolczynnik
1942;Krzysztof;Wójcik; Warszawa;12;1043.66;0.852
1943;Tomasz;Mazur;WROCŁAW;141;3985.96;0.938
1944;Agnieszka;Kozłowski;GDAŃSK;226;4120.34;1,226
1945;Joanna;Mazur;Wroclaw;314;2301,59;1.124
1946;Marcin;Wójcik;gdansk;414;1517.12;1.106
1947;Michał;Kozłowski;Katowic;259;2605.67;1.234
1948;Michał;Kowalczyk;Gdansk;199;2339.83;0,459
1949;Krzysztof;Kozłowski;WARSZAWA;56;3846.33;1.246
1950;  Krzysztof ;Mazur;Gdansk;abc;1895,93;0.665
1951;Piotr;Lewandowski;KATOWICE;456;1740.85;0.425
1952;Michał;Lewandowski;wroclaw;144;4942.19;0,111
1953;Andrzej;Woźniak;łódź;150;504.80;0.365
1954;Michał;Kozłowski;katowice;193;4201.26;1.413
1955;Anna;Woźniak;łódź;346;4481,63 zł;0.983
1956;Michał;Kamiński;Poznań;390;1679.57;0,46
1957;Magdalena;Dąbrowski;Wrocław;360;178.63;1.199
1958;Katarzyna;Lewandowski;poznan;460;3414.48;1.379
1959;Andrzej;Kozłowski;lublin;401;3127.74;1.229
1960;Agnieszka;Dąbrowski  ;krakow;491;596,09;0,578
1961;Magdalena;Kowalczyk;WARSZAWA;381 szt;4634.76;1.475
1962;Joanna;Wójcik;Kraków ;6;1531.34;1.17
1963;Paweł;Wójcik;Katowic;305;1867.46;0.575
1964;Anna;Nowak;Katowice;487;4351.61;0,942
1965;Maria;Zieliński;Wroclaw;90;335,77;0.388
1966;Piotr;Szymański;Wrocław;155;3516.80;1.211
1967;Katarzyna;Wójcik;krakow;405;2397.11;0.872
1968;Ewa;Wiśniewski;lublin;173;467.06;0,778
1969;Magdalena;Kwiatkowski;WARSZAWA;182;4378.42;0.743
1970;Tomasz;Wiśniewski;GDAŃSK;497;4667,90;1.284
1971;marcin;Mazur;Gdańsk;378;4196.34;0.582
1972;Marcin;Kowalski;Gdansk;268;993.69;0,801
1973;Marcin;Kamiński;Wwa;14;2888.73;0.383
1974;Magdalena;Wiśniewski;Kraków ;420;4737.78;0.758
1975;Marcin;Kozłowski;Gdansk;91;2510,02;1.301
1976;Tomasz;Szymański;Kraków;414;668.24;0,27
1977;Joanna;Kamiński;Lubln;337;979.92;1.229
1978;Tomasz;Woźniak;POZNAŃ;440;1920.29 zł;0.471
1979;Jan;Lewandowski;poznan;410;3434.48;0.218
1980;Jan;Lewandowski;Wroclaw;;4 988.89;0,923
1981;Michał;Lewandowski;LODZ;209;1476.76;0.685
1982;Barbara;Woźniak;LUBLIN;433;2283.07;0.411
1983;Tomasz;Zieliński;Katowice;275;2309.32;0.744
1984;Jan;WÓJCIK;Lodz;256;3787.44;1,017
1985;Anna;Kowalski;Gdańsk;179;4394,65;0.28
1986;Tomasz;Wójcik;wroclaw;364;402.66;1.243
1987;Joanna;Dąbrowski;lublin;340;4766.22;0.967
1988;Andrzej;Mazur;POZNAŃ;416;4627.55;0,168
1989;Marcin;Kamiński;LODZ;25;85.77;0.151
1990;Agnieszka;Zieliński;Lublin;455;4661,21;0.81
1991;Magdalena;Kowalczyk;Katowic;64;1242.39;0.926
1992;Michał;Woźniak;Poznań;315;841.00;1,034
1993;Anna;Kwiatkowski;wroclaw;483;2930.53;1.22
1994;Agnieszka;Dąbrowski;GDAŃSK;461;4435.94;1.205
1995;Barbara;Kamiński;GDAŃSK;81;3939,60;
1996;Michał;Szymański;krakow;383;4704.49;1,117
1997;Joanna;Zieliński;Gdańsk;11;4999.12;0.24
;Tomasz;Szymański;łódź;294 szt;0;0.104
1999;Tomasz;Lewandowski;gdansk;18;455.88;0.414
2000;  Michał ;Mazur;;41;1039,27;0,832
2001;Paweł;Kowalczyk;wroclaw;65;1680.45 zł;1.496
2002;Michał;Mazur;katowice;-485;1709.32;1.143
2003;Marcin;Zieliński;Warszwa;498;1980.51;1.188
2004;Magdalena;Kowalski;katowice;297;3934.74;1,339
2005;Michał;Wójcik;Wroclaw;308;3345,36;0.342
2006;Barbara;Mazur;Poznań;134;2572.82;0.205
2007;Andrzej;Kwiatkowski;Łodz;436;1336.95;0.397
2008;Barbara;Szymański;Poznan;79;2335.16;0,727
2009;Michał;Woźniak;Łódź;197;580.25;1.313
2010;Tomasz;Kamiński;Wroclaw;248;2811,17;1.381
2011;Joanna;Nowak;krakow;243;4826.69;1.465
2012;Piotr;Dąbrowski;Warszawa ;229;3030.11;0,88
2013;Agnieszka;Szymański;Gdansk;368;3233.47;0.661
2014;Barbara;Wójcik;Katowic;132;24.16;1.156
2015;Marcin;Woźniak;POZNAŃ;267;1335,89;1.085
2016;Barbara;Zieliński;GDAŃSK;60;2986.30;0,313
2017;Joanna;Mazur;lublin;62;1032.49;0.992
2018;Tomasz;Lewandowski;Wwa;478;1314.59;0.887
2019;Jan;Kamiński;katowice;308;1108.74;1.147
2020;Agnieszka;Woźniak;Poznań;286;2132,91;0,856
2021;Agnieszka;Zieliński;gdansk;99;3368.29;0.619
2022;Magdalena;Woźniak;Kraków;159;537.06;0.835
2023;Tomasz;Szymański;poznan;64;3367.26;0.723
2024;Krzysztof;Kowalczyk;Warszawa ;121;206.13 zł;77%
2025;Maria;Szymański;Wrocław;120;4501,08;0.129
2026;Michał;Mazur;GDAŃSK;373;1411.87;0.323
2027;Piotr;Lewandowski;Wroclaw;228;2656.94;0.211
2028;Magdalena;Kamiński;warszawa;323;2619.55;0,287
2029;Anna;Wójcik;Lodz;145;4321.79;0.595
2030;Jan;Kowalski;warszawa;205;;0.587
2031;Ewa;Mazur;KATOWICE;5;4049.69;0.115
2032;Michał;Szymański;Kraków;471;4091.21;1,224
2033;Barbara;Wiśniewski;POZNAŃ;382;4484.93;0.882
2034;Andrzej;Kozłowski;Gdańsk;359;1101.01;0.361
2035;Piotr;Kozłowski;Warszawa;387 szt;4275,75;0.203
2036;Maria;Kwiatkowski;Wroclaw;435;3563.35;0,884
2037;Agnieszka;Mazur;Poznan;269;1300.23;1.117
2038;Barbara;Dąbrowski;Gdańsk;241;3982.73;1.372
2039;Barbara;Szymański; Warszawa;454;2236.55;0.14
2040;;Wójcik;Katowice;338;2 203.36;0,262
2041;Krzysztof;Woźniak;Poznań;114;2943.31;0.781
2042;Anna;Kamiński;Poznan;218;4604.47;0.506
2043;Barbara;Woźniak;WROCŁAW;291;4055.97;0.694
2044;piotr;Woźniak;Lubln;62;3536.83;0,622
2045;Michał;Kamiński;Łódź;229;2974,63;1.37
2046;Krzysztof;Kowalczyk;Wroclaw;63;3251.80;0.844
2047;Michał;Dąbrowski;Wwa;187;3148.74 zł;0.257
2048;Marcin;DĄBROWSKI;wroclaw;19;3973.93;0,281
2049;Krzysztof;Zieliński; Warszawa;253;3463.60;0.86
2050;  Maria ;Mazur;KRAKÓW;305;1702,90;0.425
2051;Ewa;Szymański;łódź;251;1829.88;0.416
2052;Krzysztof;Kozłowski;LODZ;500;855.09;1,169
2053;Marcin;Nowak;WARSZAWA;49;1846.88;1.1
2054;Katarzyna;Kowalczyk;Katowic;238;51.70;0.907
2055;Agnieszka;Szymański;Wroclaw;453;4930,08;0.286
2056;Tomasz;Kamiński;gdansk;343;1181.89;0,244
2057;Magdalena;Kowalski;Gdańsk;123;2515.23;0.811
2058;Katarzyna;Kamiński;WROCŁAW;381;291.53;1.232
2059;Marcin;Kowalczyk;krakow;77;4704.52;0.889
2060;Paweł;Szymański;GDAŃSK;271;3767,30;0,203
2061;Piotr;Nowak;GDAŃSK;90;2565.29;1.324
2062;Andrzej;Dąbrowski;Lubln;365;2122.58;0.983
2063;Paweł;Kowalczyk;gdansk;347;3970.10;0.227
2064;Michał;Kowalczyk;Kraków;500;4818.01;0,961
2065;Marcin;Wójcik;Gdansk;500;797,17;0.738
2066;Anna;Wójcik;krakow;306;3305.78;0.438
2067;Magdalena;Dąbrowski;łódź;263;4036.99;1.47
2068;Paweł;Nowak;Lublin;85;3161.59;0,426
2069;Magdalena;Wiśniewski;gdansk;262;2684.19;1.343
2070;Ewa;Nowak;Lubln;131;4261,53 zł;1.485
2071;Magdalena;Lewandowski;Krakow;115;3842.17;0.979
2072;Piotr;Kozłowski;LUBLIN;262 szt;285.75;0,775
2073;Paweł;Mazur;LUBLIN;227;1568.99;0.838
2074;Anna;Kowalski;Łodz;385;1614.36;0.278
2075;Katarzyna;Kowalski;Lodz;100;3452,44;0.546
2076;Anna;Kamiński;Łódź;137;300.53;1,4
2077;Krzysztof;Zieliński;Katowice;391;2139.54;0.914
2078;Barbara;Nowak;Wwa;484;243.51;1.461
2079;Marcin;Kozłowski;Lodz;126;2314.43;0.692
2080;Katarzyna;Woźniak;LUBLIN;abc;2753,45;0,546
2081;Paweł;Szymański;lublin;74;4016.07;1.445
2082;Maria;Lewandowski;Wrocław;445;3507.67;0.121
2083;Barbara;Nowak;lublin;347;2649.51;1.096
2084;Barbara;Wiśniewski; Warszawa;482;845.69;0,747
2085;Jan;Wiśniewski;Warszawa ;41;4412,93;0.765
2086;Agnieszka;Dąbrowski;Krakow ;353;2758.94;0.308
2087;Ewa;Wiśniewski;Lodz;217;4592.97;0.306
2088;Ewa;Kowalski;Gdansk;255;4966.97;0,898
2089;Andrzej;Kowalczyk; Warszawa;369;3642.91;1.099
2090;Paweł;Zieliński;gdansk;;882,38;0.264
2091;Katarzyna;Nowak;Wrocław;277;355.51;0.242
2092;Agnieszka;Kamiński;GDAŃSK;189;1250.40;1,379
2093;Ewa;Wójcik;LODZ;-398;1310.59 zł;1.13
2094;Paweł;Kozłowski;gdansk;213;2749.07;0.843
2095;Tomasz;Kwiatkowski;Gdańsk;421;1176,75;1.149
2096;Jan;Lewandowski;wroclaw;243;763.37;0,786
2097;Marcin;Kamiński;łódź;304;1847.28;1.334
2098;Krzysztof;Kwiatkowski;POZNAŃ;328;584.95;1.451
2099;Barbara;Szymański;WROCŁAW;388;4143.10;0.784
2100;  Krzysztof ;Dąbrowski  ;Lublin;488;3 075.31;
2101;Krzysztof;Lewandowski;Wwa;428;1076.37;1.095
2102;Piotr;Kamiński;warszawa;455;2763.88;1.173
2103;Katarzyna;Szymański;Łodz;161;4717.92;1.453
2104;Barbara;Kowalczyk;Wrocław;276;2918.25;1,008
2105;Agnieszka;Kowalski;krakow;274;1464,09;1.497
2106;Krzysztof;Kwiatkowski;POZNAŃ;100;798.43;1.404
2107;Ewa;Kowalczyk;WARSZAWA;347;2440.52;0.146
2108;Michał;Woźniak;Poznan;19;3255.25;0,826
2109;Barbara;Kowalski;Poznan;488 szt;1347.03;0.882
2110;Andrzej;Kozłowski;poznan;242;3836,39;0.916
2111;Krzysztof;Woźniak;Łodz;321;1056.86;0.778
2112;Piotr;KWIATKOWSKI;Kraków ;229;1234.89;51%
2113;Krzysztof;Lewandowski;Katowice;10;3746.35;0.209
2114;Agnieszka;Mazur;Krakow;84;2228.47;1.028
2115;Agnieszka;Mazur;Katowice;378;3636,61;1.187
2116;Anna;Kozłowski;POZNAŃ;392;2628.13 zł;0,877
2117;anna;Nowak;Wrocław;397;2518.01;0.365
2118;Barbara;Kamiński;Gdansk;373;1445.37;1.456
2119;Agnieszka;Wiśniewski;Wroclaw;468;380.15;1.022
2120;Maria;Kowalski;Łodz;348;3404,71;1,48
2121;Maria;Wiśniewski;Wwa;9;2988.09;0.916
2122;Jan;Kowalski;katowice;41;245.83;0.67
2123;Paweł;Wójcik;Łodz;54;213.27;0.608
2124;Anna;Wiśniewski;wroclaw;231;722.37;0,128
2125;Maria;Mazur;Lubln;205;4101,75;0.189
2126;Paweł;Kozłowski;Wrocław;197;2909.69;0.791
2127;Katarzyna;Nowak;Katowic;243;709.19;0.314
2128;Jan;Dąbrowski;warszawa;89;2821.85;1,423
2129;Magdalena;Nowak;Warszwa;395;1042.27;0.42
2130;Barbara;Szymański;wroclaw;468;3629,80;0.31
2131;Maria;Lewandowski;Warszawa;296;2029.35;1.266
2132;Marcin;Wójcik;Warszawa ;360;2023.58;0,799
2133;Andrzej;Kamiński;warszawa;252;4627.26;0.382
2134;Ewa;Wójcik;Lubln;82;4629.38;0.36
2135;Magdalena;Nowak;gdansk;280;537,06;0.76
2136;Marcin;Dąbrowski;Lublin;231;3321.35;0,918
2137;Barbara;Mazur;WARSZAWA;93;1091.39;0.968
2138;Andrzej;Kamiński;Lublin;302;823.30;1.127
2139;Paweł;Lewandowski;LUBLIN;240;3119.92 zł;1.467
2140;Andrzej;Zieliński;LUBLIN;436;881,83;1,235
2141;Katarzyna;Kowalczyk;gdansk;269;4572.93;0.781
2142;Tomasz;Wiśniewski;lublin;18;2333.82;1.29
2143;Andrzej;Zieliński;POZNAŃ;347;4852.45;0.641
2144;Magdalena;Nowak;Łodz;411;2150.39;0,611
2145;Anna;Kwiatkowski;Wwa;431;550,58;1.008
2146;Anna;Zieliński;Katowic;138 szt;3225.51;0.367
2147;Agnieszka;Dąbrowski;Lublin;404;3327.87;0.805
2148;Anna;Kowalczyk;LODZ;157;3950.99;0,759
2149;Marcin;Kamiński;Poznan;387;468.50;0.48
2150;  Ewa ;Wójcik;Poznan;306;1704,10;1.234.5
2151;Anna;Dąbrowski;poznan;295;3605.64;1.11
2152;Jan;Woźniak;WROCŁAW;13;4912.57;0,736
2153;Jan;Zieliński;Gdansk;361;4239.24;0.382
2154;Andrzej;Kowalczyk;warszawa;249;522.18;0.768
2155;Katarzyna;Kwiatkowski;Lodz;476;837,87;0.595
2156;Andrzej;Woźniak;Łódź;414;2099.74;0,148
2157;Jan;Kowalczyk;Lodz;60;4934.56;0.816
2158;Katarzyna;Kowalski;Wrocław;37;1613.00;0.138
2159;Agnieszka;Kowalczyk;LODZ;461;3652.33;0.941
2160;;Mazur;Wwa;95;1 570.84;0,66
2161;Agnieszka;Kowalczyk;WARSZAWA;326;3589.23;1.352
2162;Piotr;Kozłowski;Lubln;369;3612.73 zł;0.118
2163;Tomasz;Zieliński;Katowice;300;3790.17;1.156
2164;Agnieszka;Dąbrowski;POZNAŃ;361;1977.95;1,437
2165;Anna;Dąbrowski;Łódź;131;296,88;0.367
2166;Barbara;Kowalczyk;gdansk;331;1581.10;0.336
2167;Barbara;Kwiatkowski;krakow;477;3942.32;0.719
2168;Joanna;Woźniak;łódź;29;137.85;1,067
2169;Michał;Kwiatkowski;Lubln;453;3307.51;1.054
2170;Paweł;Wójcik;Katowice;293;817,80;0.703
2171;Piotr;Szymański;LUBLIN;152;390.19;1.174
2172;Piotr;Woźniak;Wroclaw;464;1170.54;0,409
2173;Paweł;Woźniak;Wroclaw;82;1953.35;0.429
2174;Michał;Mazur;WARSZAWA;393;1608.70;1.325
2175;Jan;Dąbrowski;łódź;244;;1.215
2176;Barbara;KWIATKOWSKI;KRAKÓW;478;289.86;0,429
2177;Tomasz;Kowalski;KRAKÓW;69;865.10;1.408
2178;Magdalena;Kwiatkowski;lublin;324;2549.05;1.291
2179;Jan;Woźniak;Gdańsk;250;4454.30;1.213
2180;Maria;Wiśniewski;katowice;150;162,71;1,087
2181;Katarzyna;Mazur; Warszawa;295;3563.78;0.182
2182;Agnieszka;Kwiatkowski;Lublin;318;3498.00;1.109
2183;Piotr;Wiśniewski;katowice;29 szt;1612.17;0.183
2184;Barbara;Kozłowski;Krakow ;-16;281.91;0,453
2185;Anna;Kowalski;LUBLIN;337;4048,60 zł;1.124
2186;Michał;Kozłowski;Łódź;446;3169.47;0.146
2187;Paweł;Szymański;Wroclaw;9;4112.78;0.953
2188;Ewa;Zieliński;łódź;210;1373.00;0,623
2189;Piotr;Woźniak;poznan;97;4958.49;0.771
2190;michał;Dąbrowski;łódź;423;2072,65;1.14
2191;Katarzyna;Kozłowski;WROCŁAW;24;4411.31;0.127
2192;Andrzej;Woźniak;gdansk;369;2585.83;0,656
2193;Jan;Nowak;katowice;94;4362.32;0.369
2194;Magdalena;Szymański;Katowice;332;410.34;1.288
2195;Andrzej;Kowalski;LUBLIN;194;1542,84;1.032
2196;Ewa;Woźniak;łódź;167;1591.17;0,745
2197;Paweł;Kamiński;Warszawa;275;4360.15;0.183
2198;Barbara;Dąbrowski;Poznan;30;3527.87;1.268
2199;Ewa;Kozłowski;łódź;122;1903.12;1.361
2200;  Maria ;Zieliński;;;3930,39;140%
2201;Agnieszka;Zieliński;KATOWICE;310;2399.15;0.136
2202;Agnieszka;Szymański;Wroclaw;472;4131.56;1.431
2203;Paweł;Nowak;Poznan;298;3515.03;1.473
2204;Andrzej;Szymański;poznan;269;2246.18;0,67
2205;Anna;Zieliński;Łodz;158;1501,87;
2206;Agnieszka;Wiśniewski;Wwa;96;358.76;1.029
2207;Paweł;Lewandowski;krakow;478;3732.48;1.435
2208;Michał;Wiśniewski;Poznan;173;3759.90 zł;1,453
2209;Paweł;Mazur;Lubln;75;2201.68;1.385
2210;Anna;Dąbrowski;Gdańsk;abc;975,30;0.489
2211;Piotr;Kozłowski;WROCŁAW;44;507.26;0.359
2212;Ewa;Wiśniewski;gdansk;113;4352.42;0,138
2213;Tomasz;Kwiatkowski;KATOWICE;97;2549.46;0.699
2214;Krzysztof;Lewandowski;Gdansk;485;216.70;0.53
2215;Jan;Mazur;WARSZAWA;159;2381,79;0.225
2216;Tomasz;Zieliński;Krakow;316;3514.88;0,701
2217;Krzysztof;Kowalczyk;Poznań;453;3340.69;0.46
2218;Marcin;Woźniak;Katowic;198;4453.85;1.076
2219;Barbara;Kowalski;Katowic;308;4681.91;1.392
2220;Joanna;Woźniak;LODZ;308 szt;2 678.67;0,146
2221;Ewa;Wójcik;łódź;412;177.36;1.167
2222;Marcin;Kowalczyk;Poznań;125;3734.05;0.108
2223;Barbara;Kowalski;Gdansk;174;2190.05;0.858
2224;Tomasz;Dąbrowski;WROCŁAW;313;1985.22;1,397
2225;Agnieszka;Woźniak;Warszawa;33;2869,44;0.676
2226;Jan;Kowalczyk;Łódź;34;4792.50;0.5
2227;Joanna;Dąbrowski;Łodz;67;3956.82;0.618
2228;Paweł;Wiśniewski;GDAŃSK;476;228.94;0,622
2229;Barbara;Nowak;Warszawa ;128;285.40;0.279
2230;Paweł;Wiśniewski;Poznań;23;388,33;0.487
2231;Agnieszka;Wiśniewski;Krakow ;346;1754.81 zł;1.235
2232;Paweł;Zieliński;Wwa;119;4723.72;1,35
2233;Marcin;Kamiński;gdansk;73;2985.21;0.854
2234;Piotr;Nowak;Lubln;107;1705.42;0.93
2235;Ewa;Szymański;katowice;430;4968,15;1.162
2236;Joanna;Kowalczyk;lublin;466;1422.95;0,904
2237;Magdalena;Wiśniewski;Łódź;164;458.85;1.082
2238;Anna;Kowalczyk;KATOWICE;190;3644.97;0.165
2239;Andrzej;Kamiński;Poznan;207;969.09;0.86
2240;Agnieszka;KWIATKOWSKI  ;WROCŁAW;222;739,17;0,881
2241;Michał;Woźniak;Katowic;42;3327.37;0.258
2242;Joanna;Kowalski;warszawa;461;2478.76;0.667
2243;Agnieszka;Woźniak;Poznań;451;1970.01;1.224
2244;Magdalena;Kozłowski;Lublin;302;939.89;0,297
2245;Anna;Kowalski;Wwa;153;3751,36;1.22
2246;Marcin;Nowak;Gdansk;484;1958.01;0.947
2247;Anna;Kamiński;LODZ;284;2786.22;0.422
2248;Krzysztof;Nowak;Kraków;286;4445.22;0,426
2249;Barbara;Woźniak;lublin;381;1648.76;0.438
2250;  Magdalena ;Kowalczyk;poznan;62;3668,51;0.454
2251;Barbara;Kowalski;LUBLIN;201;3593.48;1.362
2252;Joanna;Szymański;LUBLIN;48;4970.48;0,52
2253;Anna;Szymański;Wwa;278;285.36;0.443
2254;Barbara;Nowak;LUBLIN;17;955.20 zł;0.862
2255;Andrzej;Kowalski;POZNAŃ;109;1096,49;1.043
2256;Michał;Lewandowski;lublin;261;1561.17;0,38
2257;Magdalena;Lewandowski;Gdansk;434 szt;339.28;1.328
2258;Paweł;Lewandowski;Lublin;192;2875.78;0.492
2259;Marcin;Nowak; Warszawa;242;4832.18;0.707
2260;Krzysztof;Kowalczyk;LODZ;298;4141,14;0,207
2261;Agnieszka;Woźniak;KATOWICE;497;252.42;0.546
2262;Jan;Zieliński;łódź;206;4588.39;0.831
2263;michał;Wiśniewski;Lublin;11;266.43;1.096
2264;Anna;Kamiński;WROCŁAW;223;3677.62;0,319
2265;Jan;Wiśniewski;Gdańsk;71;1419,16;1.483
2266;Michał;Szymański;Poznań;180;3222.53;0.596
2267;Paweł;Kozłowski;gdansk;42;2633.05;0.821
2268;Marcin;Kowalski;Kraków;72;2730.08;0,334
2269;Agnieszka;Kamiński;WROCŁAW;135;4248.30;1.417
2270;Magdalena;Woźniak;wroclaw;191;4662,28;0.171
2271;Tomasz;Wójcik;Katowice;475;770.12;0.832
2272;Maria;Wójcik;krakow;151;2612.23;0,723
2273;Ewa;Lewandowski;LODZ;7;2865.65;1.28
2274;Katarzyna;Wiśniewski;GDAŃSK;158;3938.17;0.295
2275;Andrzej;Kozłowski;Kraków;-483;1133,02;0.998
2276;Andrzej;Kozłowski;Krakow ;451;4985.85;1,444
2277;Agnieszka;Nowak;KRAKÓW;216;735.52 zł;0.957
2278;Magdalena;Nowak;Katowice;69;2330.12;0.975
2279;Michał;Mazur;Katowic;325;2751.47;1.181
2280;;Lewandowski;LODZ;21;2 250.25;0,698
2281;Piotr;Woźniak;Katowice;264;4436.75;0.36
2282;Joanna;Nowak;łódź;158;1930.09;0.274
2283;Anna;Woźniak;krakow;206;4289.31;1.436
2284;Jan;Kowalski;Lubln;22;4672.73;1,297
2285;Barbara;Kowalski;poznan;232;4879,15;0.451
2286;Magdalena;Dąbrowski;KRAKÓW;377;3355.62;1.212
2287;Joanna;Kowalski;WARSZAWA;142;3465.66;1.45
2288;Andrzej;Lewandowski;Lublin;311;4093.43;20%
2289;Agnieszka;Kowalski;warszawa;161;4910.82;0.203
2290;Anna;Kwiatkowski;lublin;386;988,21;0.637
2291;Andrzej;Kozłowski;WROCŁAW;472;69.41;0.663
2292;Agnieszka;Kamiński;POZNAŃ;203;598.69;0,192
2293;Tomasz;Kwiatkowski;Krakow;101;4471.44;0.933
2294;Marcin;Zieliński;LUBLIN;236 szt;2754.73;0.211
2295;Michał;Dąbrowski;Poznan;250;3304,48;1.049
2296;Anna;Woźniak;Gdansk;42;4845.84;0,675
2297;Jan;Kwiatkowski;Łodz;400;2250.77;1.268
2298;Andrzej;Zieliński;Gdansk;197;4146.95;1.042
2299;Maria;Kwiatkowski;Poznan;255;1229.84;0.451
2300;  Agnieszka ;Nowak;lublin;65;4719,71 zł;0,182
2301;Magdalena;Kamiński;Gdansk;17;4518.08;0.941
2302;Barbara;Wiśniewski;Wroclaw;119;1725.83;0.958
2303;Magdalena;Lewandowski;Wroclaw;57;832.02;0.556
2304;Ewa;KOWALSKI;Wrocław;9;4978.65;0,483
2305;Jan;Kowalczyk;Wrocław;375;609,83;1.068
2306;Piotr;Dąbrowski;Poznan;420;3456.42;0.118
2307;Andrzej;Szymański;LUBLIN;275;3811.91;1.074
2308;Joanna;Woźniak;Poznań;257;4945.75;0,243
2309;Barbara;Lewandowski;Wrocław;160;2311.14;0.752
2310;Agnieszka;Kamiński;wroclaw;;681,88;
2311;Michał;Nowak;Łodz;47;4342.19;0.394
2312;Piotr;Nowak;KATOWICE;42;793.00;0,78
2313;Tomasz;Kamiński;Wroclaw;212;317.43;0.363
2314;Anna;Kamiński;Warszawa;60;100.94;0.554
2315;Ewa;Zieliński;Warszawa;149;738,21;1.081
2316;Magdalena;Kozłowski;WROCŁAW;177;3894.91;1,098
2317;Paweł;Kowalczyk;katowice;14;2122.60;1.005
2318;Katarzyna;Lewandowski;Krakow ;316;1041.58;0.258
2319;Jan;Nowak;Gdansk;409;4730.50;0.354
2320;Ewa;Szymański;Wrocław;230;;0,844
2321;Magdalena;Kozłowski;Lodz;400;4594.01;1.069
2322;Andrzej;Szymański;Wroclaw;142;2312.22;0.312
2323;Barbara;Lewandowski;Wrocław;317;4491.88 zł;0.585
2324;Maria;Kowalczyk;lublin;449;3035.80;1,401
2325;Marcin;Zieliński;WARSZAWA;141;2941,32;0.165
2326;Ewa;Kowalczyk;Poznań;421;1009.57;0.772
2327;Magdalena;Nowak;Wroclaw;424;2428.27;1.211
2328;Jan;Nowak;lublin;216;1263.85;0,448
2329;Ewa;Szymański;WROCŁAW;206;45.25;0.941
2330;Jan;Nowak;gdansk;237;1011,03;0.278
2330;Magdalena;Wójcik;Gdansk;31 szt;0;0.17
2332;Ewa;Kowalski;łódź;148;1752.71;0,731
2333;Magdalena;Kamiński;gdansk;363;3017.71;0.753
2334;Maria;Kamiński;Katowic;199;2487.96;1.074
2335;Marcin;Nowak;LUBLIN;4;2491,66;0.349
2336;agnieszka;Nowak;Katowice;154;2704.60;0,236
2337;Joanna;Kowalski;Poznan;169;1841.59;0.575
2338;Paweł;Wójcik;POZNAŃ;24;1344.43;0.927
2339;Agnieszka;Kowalczyk;krakow;395;1101.57;0.323
2340;Barbara;Kamiński;Katowice;abc;1 224.79;0,305
2341;Ewa;Kwiatkowski;Poznan;303;1381.48;0.117
2342;Barbara;Lewandowski;LUBLIN;432;1826.98;1.269
2343;Tomasz;Dąbrowski;gdansk;398;2084.55;1.439
2344;Andrzej;Nowak;Gdańsk;134;1929.70;1,395
2345;Barbara;Dąbrowski;GDAŃSK;403;1506,16;1.417
2346;Anna;Dąbrowski;Wwa;145;683.03 zł;0.557
2347;Andrzej;Szymański;poznan;55;2058.83;0.617
2348;Maria;Kowalski;Katowic;230;1400.68;0,452
2349;Paweł;Woźniak;Krakow ;276;2156.30;1.101
2350;  Michał ;Mazur;Lubln;13;2031,27;1.409
2351;Jan;Wiśniewski;Gdańsk;78;4163.50;1.262
2352;Ewa;Kamiński;Katowice;318;2183.90;0,272
2353;Joanna;Kwiatkowski;Warszawa ;12;3485.65;1.247
2354;Ewa;Zieliński;Lubln;250;1567.57;0.841
2355;Anna;Wiśniewski;POZNAŃ;63;1463,41;0.845
2356;Katarzyna;Kozłowski;Wwa;262;2874.07;0,167
2357;Paweł;Lewandowski;LODZ;351;3840.17;0.227
2358;Magdalena;Lewandowski;Łodz;355;484.99;0.827
2359;Anna;Dąbrowski;wroclaw;93;2503.66;0.234
2360;Barbara;Szymański;łódź;405;1728,53;0,259
2361;Jan;Kwiatkowski;WROCŁAW;208;1426.06;0.566
2362;Krzysztof;Szymański;LUBLIN;206;2875.21;0.782
2363;Katarzyna;Kamiński;Warszawa;104;2998.19;1.156
2364;Michał;Kowalski;LODZ;244;3148.78;0,227
2365;Agnieszka;Mazur;POZNAŃ;217;3932,56;1.234.5
2366;Krzysztof;Wójcik;Warszwa;-69;3248.54;1.496
2367;Krzysztof;Dąbrowski;lublin;400;3869.38;0.835
2368;Marcin;WIŚNIEWSKI;poznan;149 szt;253.72;0,711
2369;Piotr;Mazur;wroclaw;197;1041.27 zł;0.899
2370;Michał;Wójcik;Gdańsk;267;1667,70;0.37
2371;Marcin;Kozłowski;Katowice;364;3880.28;0.441
2372;Joanna;Szymański;Katowice;259;2484.87;1,015
2373;Magdalena;Woźniak;Krakow ;237;79.27;0.508
2374;Piotr;Wiśniewski;WROCŁAW;109;692.62;1.495
2375;Marcin;Dąbrowski;Katowice;310;2662,67;1.26
2376;Michał;Kwiatkowski;Gdansk;43;3177.31;114%
2377;Anna;Kamiński;POZNAŃ;418;4871.45;1.299
2378;Anna;Lewandowski;Lubln;96;490.82;0.642
2379;Agnieszka;Wiśniewski;LODZ;151;4984.30;0.637
2380;Tomasz;Woźniak  ;LODZ;269;3980,40;1,325
2381;Jan;Kowalski;Kraków;128;3204.03;0.202
2382;Magdalena;Lewandowski;Gdansk;320;4216.25;0.446
2383;Michał;Dąbrowski;Katowice;182;2866.59;1.224
2384;Paweł;Kamiński;Gdańsk;496;1313.89;0,489
