nr_zamowienia;data_zamowienia;klient;miasto;wojewodztwo;kategoria;produkt;ilosc;cena_jedn;rabat_proc;wartosc;status
ZAM/2024/02607;2024-01-04;Katarzyna Szymański;Warszawa;mazowieckie;Elektronika;Słuchawki BT;24;3645,58;0;87493,92;Anulowane
ZAM/2024/02608;2024-01-09;Paweł Woźniak;Łódź;łódzkie;Meble;Fotel biurowy;27;2518,03;10;61188,13;W trakcie
ZAM/2024/02609;2024-04-26;Piotr Wójcik;Rzeszów;podkarpackie;Elektronika;Smartfon X;47;977,59;10;41352,06;W trakcie
ZAM/2024/02610;2025-02-07;Magdalena Dąbrowski;Bydgoszcz;kujawsko-pomorskie;Odzież;Koszula bawełna;32;1158,60;10;33367,68;Anulowane
ZAM/2024/02611;2024-12-11;Agnieszka Wiśniewski;Łódź;łódzkie;Ogród;Parasol;42;2096,90;0;88069,80;Anulowane
ZAM/2024/02612;2025-06-19;Katarzyna Pawłowski;Kraków;małopolskie;Książki;Biografia;22;1313,34;15;24559,46;Zrealizowane
ZAM/2024/02613;2025-01-10;Tomasz Kowalski;Katowice;śląskie;Odzież;Kurtka zimowa;15;3922,53;0;58837,95;Anulowane
ZAM/2024/02614;2024-01-02;Joanna Wójcik;Bydgoszcz;kujawsko-pomorskie;Odzież;Buty sportowe;24;19,04;0;456,96;W trakcie
ZAM/2024/02615;2025-02-07;Jan Dąbrowski;Kraków;małopolskie;Ogród;Kosiarka;47;440,18;0;20688,46;Anulowane
ZAM/2024/02616;2025-01-15;Robert Nowicki;Katowice;śląskie;Ogród;Wąż ogrodowy;13;469,43;0;6102,59;Zrealizowane
ZAM/2024/02617;2025-04-09;Robert Nowak;Białystok;podlaskie;AGD;Mikrofalówka;12;4595,95;0;55151,40;Anulowane
ZAM/2024/02618;2025-04-30;Ewa Wójcik;Kraków;małopolskie;Zabawki;Puzzle 1000;29;4374,14;0;126850,06;W trakcie
ZAM/2024/02619;2024-03-29;Maria Wójcik;Łódź;łódzkie;Spożywcze;Kawa ziarnista;12;3902,43;15;39804,79;W trakcie
ZAM/2024/02620;2025-05-27;Katarzyna Kowalski;Bydgoszcz;kujawsko-pomorskie;Książki;Poradnik kuchnia;48;3522,23;20;135253,63;Zrealizowane
ZAM/2024/02621;2024-12-06;Piotr Krawczyk;Wrocław;dolnośląskie;Ogród;Parasol;50;1694,89;0;84744,50;W trakcie
ZAM/2024/02622;2024-11-21;Jan Kwiatkowski;Katowice;śląskie;Meble;Stół dębowy;7;4111,99;0;28783,93;Zwrot
ZAM/2024/02623;2024-08-16;Michał Kowalski;Gdańsk;pomorskie;Ogród;Grill gazowy;24;460,82;10;9953,71;W trakcie
ZAM/2024/02624;2024-04-09;Łukasz Dąbrowski;Lublin;lubelskie;AGD;Czajnik;43;3533,54;5;144345,11;Anulowane
ZAM/2024/02625;2025-02-19;Michał Nowicki;Rzeszów;podkarpackie;Spożywcze;Herbata zielona;44;2721,52;0;119746,88;Anulowane
ZAM/2024/02626;2025-06-19;Jan Wiśniewski;Kraków;małopolskie;Odzież;Buty sportowe;35;4213,96;5;140114,17;Anulowane
ZAM/2024/02627;2025-04-09;Katarzyna Piotrowski;Warszawa;mazowieckie;Spożywcze;Czekolada;18;1130,45;5;19330,69;Anulowane
ZAM/2024/02628;2024-06-04;Michał Pawłowski;Szczecin;zachodniopomorskie;Książki;Poradnik kuchnia;6;1449,88;20;6959,42;Zwrot
ZAM/2024/02629;2024-02-01;Aleksandra Michalski;Białystok;podlaskie;Elektronika;Smartfon X;27;4673,01;10;113554,14;Anulowane
ZAM/2024/02630;2024-04-07;Joanna Nowicki;Szczecin;zachodniopomorskie;Odzież;Koszula bawełna;21;4953,41;15;88418,37;Zrealizowane
ZAM/2024/02631;2024-02-01;Paweł Wiśniewski;Gdańsk;pomorskie;Książki;Powieść kryminał;38;3947,85;20;120014,64;Anulowane
ZAM/2024/02632;2024-08-24;Joanna Zieliński;Warszawa;mazowieckie;Ogród;Grill gazowy;9;4520,55;0;40684,95;W trakcie
ZAM/2024/02633;2024-05-18;Piotr Nowicki;Rzeszów;podkarpackie;Elektronika;Monitor 27;33;4977,01;20;131393,06;Zrealizowane
ZAM/2024/02634;2024-02-23;Magdalena Mazur;Szczecin;zachodniopomorskie;AGD;Pralka Eko;46;764,72;15;29900,55;Anulowane
ZAM/2024/02635;2025-04-07;Anna Kowalczyk;Rzeszów;podkarpackie;Meble;Regał;5;3475,55;20;13902,20;Zrealizowane
ZAM/2024/02636;2024-03-26;Agnieszka Woźniak;Poznań;wielkopolskie;Odzież;Buty sportowe;18;3101,82;0;55832,76;W trakcie
ZAM/2024/02637;2024-06-27;Robert Szymański;Gdańsk;pomorskie;Książki;Poradnik kuchnia;41;512,08;10;18895,75;Zwrot
ZAM/2024/02638;2025-03-05;Barbara Wójcik;Wrocław;dolnośląskie;Meble;Fotel biurowy;15;4517,67;15;57600,29;Zrealizowane
ZAM/2024/02639;2025-01-27;Jan Dąbrowski;Lublin;lubelskie;Zabawki;Lalka;18;1693,55;10;27435,51;W trakcie
ZAM/2024/02640;2025-02-03;Krzysztof Pawłowski;Kraków;małopolskie;Książki;Powieść kryminał;44;3094,65;0;136164,60;Zrealizowane
ZAM/2024/02641;2024-09-27;Anna Wiśniewski;Gdańsk;pomorskie;Książki;Powieść kryminał;45;3035,74;10;122947,47;W trakcie
ZAM/2024/02642;2024-07-04;Monika Krawczyk;Bydgoszcz;kujawsko-pomorskie;Elektronika;Monitor 27;41;4465,83;10;164789,13;Zwrot
ZAM/2024/02643;2024-06-10;Monika Krawczyk;Bydgoszcz;kujawsko-pomorskie;Meble;Fotel biurowy;50;3342,59;15;142060,07;Zrealizowane
ZAM/2024/02644;2025-04-04;Joanna Grabowski;Lublin;lubelskie;Książki;Biografia;35;4831,94;0;169117,90;Zrealizowane
ZAM/2024/02645;2024-05-03;Maria Zieliński;Wrocław;dolnośląskie;Książki;Album sztuki;5;4111,31;0;20556,55;Zwrot
ZAM/2024/02646;2024-10-22;Aleksandra Grabowski;Szczecin;zachodniopomorskie;Książki;Poradnik kuchnia;18;38,23;0;688,14;Anulowane
ZAM/2024/02647;2024-07-26;Piotr Zieliński;Katowice;śląskie;Meble;Komoda;12;2986,49;10;32254,09;Anulowane
ZAM/2024/02648;2024-11-12;Robert Nowak;Poznań;wielkopolskie;AGD;Czajnik;14;4257,45;5;56624,08;Zwrot
ZAM/2024/02649;2024-08-05;Paweł Kowalczyk;Warszawa;mazowieckie;Elektronika;Monitor 27;10;837,45;20;6699,60;Zwrot
ZAM/2024/02650;2024-05-31;Maria Grabowski;Rzeszów;podkarpackie;Ogród;Donica ceramiczna;46;837,66;20;30825,89;Zrealizowane
ZAM/2024/02651;2025-04-12;Barbara Piotrowski;Rzeszów;podkarpackie;Spożywcze;Kawa ziarnista;34;3600,88;0;122429,92;Zwrot
ZAM/2024/02652;2024-09-23;Katarzyna Nowicki;Kraków;małopolskie;Zabawki;Klocki XXL;5;2877,27;10;12947,72;Zrealizowane
ZAM/2024/02653;2024-07-21;Magdalena Piotrowski;Szczecin;zachodniopomorskie;Zabawki;Klocki XXL;38;382,96;0;14552,48;Zwrot
ZAM/2024/02654;2025-02-02;Joanna Mazur;Bydgoszcz;kujawsko-pomorskie;AGD;Pralka Eko;28;632,57;20;14169,57;Zwrot
ZAM/2024/02655;2025-01-10;Joanna Szymański;Białystok;podlaskie;AGD;Odkurzacz Robot;13;1574,85;0;20473,05;Zrealizowane
ZAM/2024/02656;2025-02-15;Monika Grabowski;Katowice;śląskie;Odzież;Koszula bawełna;33;1625,01;20;42900,26;Anulowane
ZAM/2024/02657;2024-01-30;Piotr Lewandowski;Łódź;łódzkie;Spożywcze;Kawa ziarnista;15;2554,18;15;32565,79;Zwrot
ZAM/2024/02658;2024-02-15;Ewa Lewandowski;Szczecin;zachodniopomorskie;Ogród;Parasol;20;1257,47;20;20119,52;Anulowane
ZAM/2024/02659;2025-05-31;Ewa Nowicki;Warszawa;mazowieckie;Ogród;Grill gazowy;37;2586,10;0;95685,70;Anulowane
ZAM/2024/02660;2025-06-05;Michał Mazur;Szczecin;zachodniopomorskie;Odzież;Sukienka;15;1857,66;0;27864,90;Anulowane
ZAM/2024/02661;2025-02-28;Paweł Nowicki;Łódź;łódzkie;Odzież;Kurtka zimowa;33;3043,88;15;85380,83;Anulowane
ZAM/2024/02662;2025-03-19;Krzysztof Pawłowski;Gdańsk;pomorskie;Meble;Regał;18;2961,95;15;45317,83;Zrealizowane
ZAM/2024/02663;2024-04-07;Łukasz Nowicki;Lublin;lubelskie;Ogród;Wąż ogrodowy;15;516,81;15;6589,33;Zwrot
ZAM/2024/02664;2024-08-09;Agnieszka Michalski;Poznań;wielkopolskie;AGD;Odkurzacz Robot;30;347,91;0;10437,30;Anulowane
ZAM/2024/02665;2024-03-17;Tomasz Nowak;Kraków;małopolskie;Zabawki;Klocki XXL;9;4140,71;0;37266,39;Zrealizowane
ZAM/2024/02666;2024-05-27;Michał Piotrowski;Katowice;śląskie;Spożywcze;Miód;21;2598,40;10;49109,76;Zwrot
ZAM/2024/02667;2024-09-26;Krzysztof Grabowski;Białystok;podlaskie;Ogród;Parasol;18;2724,43;10;44135,77;Anulowane
ZAM/2024/02668;2024-12-02;Katarzyna Krawczyk;Poznań;wielkopolskie;Odzież;Kurtka zimowa;39;4171,35;10;146414,39;W trakcie
ZAM/2024/02669;2025-04-29;Ewa Krawczyk;Wrocław;dolnośląskie;AGD;Pralka Eko;41;2848,76;0;116799,16;W trakcie
ZAM/2024/02670;2024-02-13;Monika Wiśniewski;Łódź;łódzkie;Książki;Biografia;39;3550,27;20;110768,42;Zrealizowane
ZAM/2024/02671;2024-05-18;Jan Wiśniewski;Poznań;wielkopolskie;AGD;Odkurzacz Robot;28;3792,66;0;106194,48;Zwrot
ZAM/2024/02672;2025-01-31;Jan Wiśniewski;Poznań;wielkopolskie;Odzież;Buty sportowe;39;2285,25;20;71299,80;Zwrot
ZAM/2024/02673;2024-10-25;Barbara Woźniak;Białystok;podlaskie;Odzież;Sweter;25;2222,00;5;52772,50;W trakcie
ZAM/2024/02674;2024-08-11;Andrzej Wiśniewski;Białystok;podlaskie;Spożywcze;Herbata zielona;28;3913,12;15;93132,26;Zrealizowane
ZAM/2024/02675;2024-06-19;Paweł Kamiński;Katowice;śląskie;Elektronika;Słuchawki BT;38;3333,15;5;120326,71;Anulowane
ZAM/2024/02676;2024-01-05;Andrzej Grabowski;Warszawa;mazowieckie;Elektronika;Smartfon X;44;4019,78;20;141496,26;Anulowane
ZAM/2024/02677;2024-04-30;Joanna Woźniak;Poznań;wielkopolskie;Odzież;Koszula bawełna;26;3039,32;5;75071,20;Anulowane
ZAM/2024/02678;2024-12-28;Monika Dąbrowski;Szczecin;zachodniopomorskie;Elektronika;Monitor 27;13;613,62;5;7578,21;Zwrot
ZAM/2024/02679;2024-04-07;Tomasz Nowak;Gdańsk;pomorskie;Elektronika;Smartfon X;35;1423,26;0;49814,10;Zwrot
ZAM/2024/02680;2024-05-31;Piotr Piotrowski;Rzeszów;podkarpackie;AGD;Lodówka XL;35;1853,16;0;64860,60;Zwrot
ZAM/2024/02681;2024-04-27;Piotr Pawłowski;Gdańsk;pomorskie;Elektronika;Tablet Mini;41;2328,84;15;81160,07;Anulowane
ZAM/2024/02682;2024-11-02;Katarzyna Kamiński;Łódź;łódzkie;Meble;Regał;15;3936,95;15;50196,11;W trakcie
ZAM/2024/02683;2024-08-09;Magdalena Krawczyk;Warszawa;mazowieckie;Elektronika;Tablet Mini;49;1786,40;20;70026,88;W trakcie
ZAM/2024/02684;2025-05-02;Marcin Kozłowski;Poznań;wielkopolskie;Książki;Atlas świata;32;1210,32;10;34857,22;W trakcie
ZAM/2024/02685;2024-12-28;Katarzyna Kozłowski;Poznań;wielkopolskie;Spożywcze;Oliwa z oliwek;42;248,58;10;9396,32;Zwrot
ZAM/2024/02686;2024-04-26;Tomasz Pawłowski;Szczecin;zachodniopomorskie;Spożywcze;Herbata zielona;16;319,00;20;4083,20;Zrealizowane
ZAM/2024/02687;2025-06-21;Paweł Kowalczyk;Warszawa;mazowieckie;Spożywcze;Oliwa z oliwek;46;4815,58;10;199365,01;Anulowane
ZAM/2024/02688;2025-06-03;Barbara Szymański;Katowice;śląskie;Elektronika;Słuchawki BT;36;2793,66;5;95543,17;W trakcie
ZAM/2024/02689;2025-03-28;Maria Piotrowski;Kraków;małopolskie;Odzież;Sukienka;12;1248,20;15;12731,64;Zrealizowane
ZAM/2024/02690;2025-03-24;Marcin Nowak;Wrocław;dolnośląskie;Meble;Szafa 3D;15;1620,18;10;21872,43;Zrealizowane
ZAM/2024/02691;2025-04-09;Agnieszka Szymański;Rzeszów;podkarpackie;Spożywcze;Czekolada;5;3739,06;15;15891,00;Zrealizowane
ZAM/2024/02692;2024-05-02;Magdalena Michalski;Szczecin;zachodniopomorskie;Książki;Atlas świata;32;170,71;15;4643,31;Zwrot
ZAM/2024/02693;2024-06-08;Magdalena Michalski;Katowice;śląskie;Zabawki;Samochód RC;37;863,51;0;31949,87;Anulowane
ZAM/2024/02694;2025-01-09;Krzysztof Michalski;Białystok;podlaskie;Meble;Komoda;14;2710,45;10;34151,67;Zrealizowane
ZAM/2024/02695;2024-07-02;Maria Woźniak;Wrocław;dolnośląskie;Książki;Biografia;46;4607,49;20;169555,63;Anulowane
ZAM/2024/02696;2024-05-26;Marcin Woźniak;Lublin;lubelskie;Odzież;Kurtka zimowa;25;2613,59;0;65339,75;Zwrot
ZAM/2024/02697;2024-02-05;Piotr Pawłowski;Białystok;podlaskie;Zabawki;Puzzle 1000;23;212,20;0;4880,60;Anulowane
ZAM/2024/02698;2024-08-29;Agnieszka Kwiatkowski;Kraków;małopolskie;Spożywcze;Czekolada;11;3498,71;20;30788,65;Anulowane
ZAM/2024/02699;2024-03-05;Anna Piotrowski;Warszawa;mazowieckie;Zabawki;Klocki XXL;23;3421,37;0;78691,51;W trakcie
ZAM/2024/02700;2024-12-21;Jan Michalski;Białystok;podlaskie;Zabawki;Puzzle 1000;26;969,84;0;25215,84;Zwrot
ZAM/2024/02701;2024-12-25;Anna Kamiński;Gdańsk;pomorskie;Spożywcze;Kawa ziarnista;23;3573,20;20;65746,88;Anulowane
ZAM/2024/02702;2024-10-12;Katarzyna Nowak;Łódź;łódzkie;Spożywcze;Czekolada;20;1686,31;5;32039,89;Zrealizowane
ZAM/2024/02703;2025-06-02;Łukasz Pawłowski;Wrocław;dolnośląskie;Spożywcze;Miód;2;1630,14;0;3260,28;Zrealizowane
ZAM/2024/02704;2024-09-12;Krzysztof Wójcik;Warszawa;mazowieckie;Odzież;Kurtka zimowa;19;4975,47;10;85080,54;Zrealizowane
ZAM/2024/02705;2025-06-13;Maria Michalski;Łódź;łódzkie;Ogród;Grill gazowy;23;4666,49;15;91229,88;Anulowane
ZAM/2024/02706;2024-01-05;Krzysztof Kowalski;Rzeszów;podkarpackie;Meble;Szafa 3D;42;4769,52;20;160255,87;Anulowane
ZAM/2024/02707;2024-11-28;Łukasz Kozłowski;Kraków;małopolskie;Książki;Poradnik kuchnia;31;1470,62;15;38750,84;W trakcie
ZAM/2024/02708;2025-02-15;Krzysztof Dąbrowski;Rzeszów;podkarpackie;Meble;Szafa 3D;26;2396,34;10;56074,36;Zwrot
ZAM/2024/02709;2024-01-20;Anna Krawczyk;Szczecin;zachodniopomorskie;Odzież;Koszula bawełna;49;3523,13;0;172633,37;Anulowane
ZAM/2024/02710;2025-03-28;Robert Lewandowski;Białystok;podlaskie;Spożywcze;Herbata zielona;6;1928,06;5;10989,94;Zrealizowane
ZAM/2024/02711;2024-09-12;Michał Woźniak;Łódź;łódzkie;Meble;Regał;1;226,43;15;192,47;W trakcie
ZAM/2024/02712;2024-02-24;Katarzyna Nowak;Wrocław;dolnośląskie;AGD;Pralka Eko;31;1790,35;15;47175,72;Anulowane
ZAM/2024/02713;2024-08-06;Magdalena Kwiatkowski;Kraków;małopolskie;AGD;Mikrofalówka;27;2881,40;15;66128,13;Zwrot
ZAM/2024/02714;2024-12-18;Katarzyna Pawłowski;Wrocław;dolnośląskie;AGD;Pralka Eko;31;4133,86;10;115334,69;Zrealizowane
ZAM/2024/02715;2025-05-23;Katarzyna Wiśniewski;Wrocław;dolnośląskie;Spożywcze;Czekolada;19;4404,94;20;66955,09;Zrealizowane
ZAM/2024/02716;2025-05-18;Katarzyna Michalski;Szczecin;zachodniopomorskie;Spożywcze;Herbata zielona;6;2474,01;5;14101,86;Anulowane
ZAM/2024/02717;2024-05-19;Andrzej Wiśniewski;Gdańsk;pomorskie;Zabawki;Puzzle 1000;25;2836,92;0;70923,00;Anulowane
ZAM/2024/02718;2024-06-15;Ewa Dąbrowski;Poznań;wielkopolskie;Książki;Poradnik kuchnia;4;2029,83;20;6495,46;W trakcie
ZAM/2024/02719;2025-01-02;Paweł Wójcik;Gdańsk;pomorskie;Zabawki;Klocki XXL;11;3354,29;5;35052,33;Zwrot
ZAM/2024/02720;2024-07-23;Marcin Lewandowski;Szczecin;zachodniopomorskie;Odzież;Kurtka zimowa;10;1940,26;5;18432,47;Anulowane
ZAM/2024/02721;2024-03-28;Monika Mazur;Poznań;wielkopolskie;Ogród;Grill gazowy;9;3120,88;5;26683,52;Zwrot
ZAM/2024/02722;2024-09-26;Piotr Kozłowski;Łódź;łódzkie;Książki;Poradnik kuchnia;24;4201,28;0;100830,72;Anulowane
ZAM/2024/02723;2024-08-24;Robert Wójcik;Kraków;małopolskie;Spożywcze;Miód;14;3058,72;0;42822,08;Zrealizowane
ZAM/2024/02724;2024-09-11;Michał Kozłowski;Szczecin;zachodniopomorskie;Zabawki;Gra planszowa;4;1381,63;15;4697,54;Anulowane
ZAM/2024/02725;2025-03-10;Łukasz Nowak;Szczecin;zachodniopomorskie;Elektronika;Monitor 27;49;437,86;0;21455,14;W trakcie
ZAM/2024/02726;2024-10-20;Barbara Zieliński;Rzeszów;podkarpackie;Ogród;Parasol;33;656,52;15;18415,39;Zwrot
ZAM/2024/02727;2025-02-26;Paweł Kowalczyk;Poznań;wielkopolskie;Meble;Fotel biurowy;38;1516,32;0;57620,16;Zrealizowane
ZAM/2024/02728;2024-05-23;Michał Krawczyk;Lublin;lubelskie;Książki;Atlas świata;27;2975,61;10;72307,32;Anulowane
ZAM/2024/02729;2024-05-16;Paweł Wiśniewski;Bydgoszcz;kujawsko-pomorskie;Ogród;Kosiarka;41;772,67;0;31679,47;Zrealizowane
ZAM/2024/02730;2024-10-24;Monika Piotrowski;Wrocław;dolnośląskie;Zabawki;Puzzle 1000;34;1802,46;0;61283,64;Zwrot
ZAM/2024/02731;2025-01-30;Joanna Kamiński;Wrocław;dolnośląskie;Zabawki;Puzzle 1000;1;4879,86;10;4391,87;Zrealizowane
ZAM/2024/02732;2024-01-12;Maria Wiśniewski;Katowice;śląskie;Elektronika;Tablet Mini;31;2900,50;5;85419,72;Zwrot
ZAM/2024/02733;2025-01-03;Łukasz Woźniak;Bydgoszcz;kujawsko-pomorskie;Spożywcze;Oliwa z oliwek;1;4064,16;0;4064,16;W trakcie
ZAM/2024/02734;2024-03-17;Maria Kamiński;Bydgoszcz;kujawsko-pomorskie;Odzież;Sukienka;50;3310,84;15;140710,70;Anulowane
ZAM/2024/02735;2025-04-09;Magdalena Zieliński;Lublin;lubelskie;Ogród;Wąż ogrodowy;32;447,60;0;14323,20;Zwrot
ZAM/2024/02736;2024-11-30;Robert Kwiatkowski;Białystok;podlaskie;Meble;Szafa 3D;16;488,60;0;7817,60;W trakcie
ZAM/2024/02737;2024-05-18;Tomasz Kozłowski;Szczecin;zachodniopomorskie;Zabawki;Puzzle 1000;36;205,19;0;7386,84;Zrealizowane
ZAM/2024/02738;2024-10-06;Piotr Woźniak;Wrocław;dolnośląskie;Zabawki;Klocki XXL;9;1887,18;20;13587,70;Zrealizowane
ZAM/2024/02739;2025-02-11;Paweł Dąbrowski;Poznań;wielkopolskie;Meble;Komoda;24;4216,70;15;86020,68;Zwrot
ZAM/2024/02740;2025-01-22;Marcin Pawłowski;Gdańsk;pomorskie;Książki;Biografia;24;4250,36;15;86707,34;Anulowane
ZAM/2024/02741;2024-12-03;Andrzej Kowalski;Rzeszów;podkarpackie;Spożywcze;Herbata zielona;19;4664,08;0;88617,52;Zrealizowane
ZAM/2024/02742;2024-10-17;Aleksandra Szymański;Szczecin;zachodniopomorskie;Książki;Biografia;40;3993,75;0;159750,00;Anulowane
ZAM/2024/02743;2024-07-25;Paweł Nowicki;Szczecin;zachodniopomorskie;Książki;Album sztuki;15;3595,05;15;45836,89;Zwrot
ZAM/2024/02744;2024-08-10;Anna Nowak;Szczecin;zachodniopomorskie;Książki;Album sztuki;22;3355,98;10;66448,40;Anulowane
ZAM/2024/02745;2024-10-12;Joanna Mazur;Warszawa;mazowieckie;Ogród;Donica ceramiczna;10;2075,99;0;20759,90;Zwrot
ZAM/2024/02746;2024-04-15;Andrzej Mazur;Poznań;wielkopolskie;Odzież;Sweter;45;4697,69;0;211396,05;W trakcie
ZAM/2024/02747;2024-03-09;Barbara Kowalczyk;Łódź;łódzkie;Odzież;Sweter;5;3478,53;15;14783,75;Anulowane
ZAM/2024/02748;2024-06-22;Joanna Piotrowski;Rzeszów;podkarpackie;Książki;Poradnik kuchnia;39;356,11;15;11805,05;W trakcie
ZAM/2024/02749;2024-09-04;Aleksandra Wójcik;Wrocław;dolnośląskie;Elektronika;Laptop Pro;37;3689,05;0;136494,85;Zrealizowane
ZAM/2024/02750;2024-02-03;Krzysztof Szymański;Warszawa;mazowieckie;Elektronika;Tablet Mini;37;4284,40;10;142670,52;Zwrot
ZAM/2024/02751;2024-04-03;Monika Wójcik;Gdańsk;pomorskie;Książki;Biografia;26;4658,87;0;121130,62;Zwrot
ZAM/2024/02752;2024-08-26;Łukasz Kamiński;Rzeszów;podkarpackie;Spożywcze;Czekolada;4;2229,61;10;8026,60;Anulowane
ZAM/2024/02753;2025-05-07;Andrzej Michalski;Warszawa;mazowieckie;Książki;Atlas świata;28;3046,49;10;76771,55;W trakcie
ZAM/2024/02754;2024-03-17;Maria Michalski;Kraków;małopolskie;Zabawki;Lalka;50;636,67;0;31833,50;W trakcie
ZAM/2024/02755;2025-05-30;Marcin Piotrowski;Kraków;małopolskie;AGD;Czajnik;45;3063,42;15;117175,81;Anulowane
ZAM/2024/02756;2024-08-17;Barbara Krawczyk;Warszawa;mazowieckie;Książki;Powieść kryminał;38;907,13;0;34470,94;Zrealizowane
ZAM/2024/02757;2024-08-05;Tomasz Lewandowski;Warszawa;mazowieckie;Spożywcze;Herbata zielona;11;487,71;20;4291,85;Zwrot
ZAM/2024/02758;2024-03-03;Marcin Dąbrowski;Bydgoszcz;kujawsko-pomorskie;Zabawki;Puzzle 1000;21;2011,34;20;33790,51;Anulowane
ZAM/2024/02759;2024-08-03;Monika Lewandowski;Warszawa;mazowieckie;Spożywcze;Miód;8;3623,52;10;26089,34;W trakcie
ZAM/2024/02760;2024-10-04;Tomasz Kwiatkowski;Katowice;śląskie;Meble;Komoda;41;3883,15;0;159209,15;Zwrot
ZAM/2024/02761;2024-06-10;Jan Lewandowski;Gdańsk;pomorskie;Książki;Album sztuki;32;1929,31;0;61737,92;Anulowane
ZAM/2024/02762;2025-01-28;Krzysztof Lewandowski;Rzeszów;podkarpackie;Zabawki;Samochód RC;7;3483,38;5;23164,48;Zwrot
ZAM/2024/02763;2024-05-23;Anna Zieliński;Białystok;podlaskie;Spożywcze;Kawa ziarnista;3;38,62;10;104,27;Anulowane
ZAM/2024/02764;2024-01-31;Anna Wiśniewski;Kraków;małopolskie;Książki;Biografia;36;3615,54;15;110635,52;Anulowane
ZAM/2024/02765;2024-11-16;Aleksandra Kwiatkowski;Katowice;śląskie;Zabawki;Samochód RC;11;62,33;20;548,50;Zrealizowane
ZAM/2024/02766;2024-01-10;Katarzyna Wójcik;Poznań;wielkopolskie;Meble;Szafa 3D;26;480,53;10;11244,40;W trakcie
ZAM/2024/02767;2025-03-20;Tomasz Piotrowski;Katowice;śląskie;Książki;Powieść kryminał;24;4693,79;5;107018,41;Anulowane
ZAM/2024/02768;2024-02-08;Joanna Kwiatkowski;Bydgoszcz;kujawsko-pomorskie;Meble;Regał;15;1636,69;15;20867,80;W trakcie
ZAM/2024/02769;2025-04-07;Paweł Woźniak;Łódź;łódzkie;Odzież;Buty sportowe;12;2293,64;10;24771,31;W trakcie
ZAM/2024/02770;2024-01-25;Barbara Grabowski;Katowice;śląskie;Ogród;Parasol;33;1736,16;5;54428,62;Zwrot
ZAM/2024/02771;2024-08-15;Paweł Wiśniewski;Warszawa;mazowieckie;Spożywcze;Kawa ziarnista;27;294,83;0;7960,41;Anulowane
ZAM/2024/02772;2025-06-19;Aleksandra Zieliński;Bydgoszcz;kujawsko-pomorskie;Zabawki;Samochód RC;35;2963,95;10;93364,43;Anulowane
ZAM/2024/02773;2024-06-08;Katarzyna Nowak;Łódź;łódzkie;Zabawki;Puzzle 1000;39;4523,62;10;158779,06;Zrealizowane
ZAM/2024/02774;2025-03-15;Marcin Woźniak;Bydgoszcz;kujawsko-pomorskie;Zabawki;Puzzle 1000;20;2715,96;5;51603,24;Zwrot
ZAM/2024/02775;2025-04-01;Magdalena Grabowski;Wrocław;dolnośląskie;Książki;Poradnik kuchnia;10;3636,62;5;34547,89;Anulowane
ZAM/2024/02776;2024-08-01;Krzysztof Kowalski;Kraków;małopolskie;Odzież;Sukienka;33;357,19;0;11787,27;Anulowane
ZAM/2024/02777;2024-12-02;Krzysztof Kowalski;Szczecin;zachodniopomorskie;Zabawki;Puzzle 1000;48;28,08;15;1145,66;Zrealizowane
ZAM/2024/02778;2024-05-19;Anna Wójcik;Bydgoszcz;kujawsko-pomorskie;Odzież;Sweter;31;3243,36;10;90489,74;Zrealizowane
ZAM/2024/02779;2025-03-19;Jan Kozłowski;Kraków;małopolskie;Zabawki;Puzzle 1000;37;1406,98;5;49455,35;Anulowane
ZAM/2024/02780;2024-11-01;Marcin Nowak;Lublin;lubelskie;Spożywcze;Kawa ziarnista;12;401,65;5;4578,81;W trakcie
ZAM/2024/02781;2024-05-11;Monika Mazur;Kraków;małopolskie;Ogród;Donica ceramiczna;16;3593,27;15;48868,47;Zrealizowane
ZAM/2024/02782;2024-09-24;Piotr Kowalczyk;Kraków;małopolskie;Spożywcze;Kawa ziarnista;11;2906,36;10;28772,96;Zrealizowane
ZAM/2024/02783;2025-04-22;Andrzej Krawczyk;Bydgoszcz;kujawsko-pomorskie;Spożywcze;Miód;43;4848,97;0;208505,71;Zwrot
ZAM/2024/02784;2024-06-30;Jan Kwiatkowski;Kraków;małopolskie;Odzież;Sukienka;19;630,98;15;10190,33;Zwrot
ZAM/2024/02785;2024-11-17;Michał Kowalczyk;Warszawa;mazowieckie;Meble;Regał;38;141,83;10;4850,59;W trakcie
ZAM/2024/02786;2024-12-01;Aleksandra Krawczyk;Wrocław;dolnośląskie;Książki;Powieść kryminał;26;4030,40;0;104790,40;Zwrot
ZAM/2024/02787;2024-08-25;Robert Zieliński;Białystok;podlaskie;Elektronika;Tablet Mini;38;76,25;5;2752,62;Anulowane
ZAM/2024/02788;2025-04-13;Anna Grabowski;Bydgoszcz;kujawsko-pomorskie;AGD;Pralka Eko;9;4300,21;0;38701,89;Anulowane
ZAM/2024/02789;2024-05-14;Joanna Michalski;Warszawa;mazowieckie;Odzież;Buty sportowe;45;550,98;10;22314,69;W trakcie
ZAM/2024/02790;2024-11-20;Tomasz Pawłowski;Szczecin;zachodniopomorskie;Książki;Album sztuki;47;1388,29;0;65249,63;Zwrot
